season,week,team,QBID,QBname,off_rt,def_good,power,recent_QBID,recent_QBname,qb_value,career_starts,power_final,hfa,off_wepa,def_wepa,off_epa,def_epa,off_pass_epa,def_pass_epa,off_rush_epa,def_rush_epa,off_eckel_rate,def_eckel_rate,off_success,def_success,proe,def_proe,games,team_name,conference,division,logo,power_rank,off_rank,def_rank,off_wepa_rank,def_wepa_rank,off_epa_rank,def_epa_rank,off_pass_epa_rank,def_pass_epa_rank,off_rush_epa_rank,def_rush_epa_rank,off_eckel_rank,def_eckel_rank,off_success_rank,def_success_rank,power_change,rank_change
2026,1,LA,00-0026498,Matthew Stafford,2.231055062796848,0.6920406917240991,2.923095754520947,00-0026498,Matthew Stafford,0.5497756472546134,159,3.4728714017755604,2.2544463718431462,9.751272809681101,-4.07802783411245,0.1563724419061172,-0.08716880965642149,0.22798903469217024,-0.0565558670040903,0.052056956615507716,-0.13930785607580973,0.6071428571428571,0.4507042253521127,0.5370581527936146,0.4136460554371002,0.0462220728527458,-0.046560961230903926,0,Los Angeles Rams,NFC,NFC West,https://a.espncdn.com/i/teamlogos/nfl/500/lar.png,1,1,7,5,6,1,3,4,4,2,2,1,7,1,5,0,0
2026,1,NE,00-0039851,Drake Maye,0.7947966014917522,0.9878970011502526,1.7826936026420048,00-0039851,Drake Maye,1.332858560224821,34,3.115552162866826,2.2544463718431462,11.96006448325541,-3.308812147318375,0.1169371011183013,-0.021234390816730862,0.26343673101512094,0.008000527765177075,-0.11702499438855993,-0.07329391360710513,0.562962962962963,0.4420289855072464,0.46436781609195404,0.4540023894862604,0.02742365542136576,-0.013870324628202499,0,New England Patriots,AFC,AFC East,https://a.espncdn.com/i/teamlogos/nfl/500/ne.png,2,5,3,3,9,5,10,2,11,26,17,6,5,10,19,0,0
2026,1,BUF,00-0034857,Josh Allen,0.6292705116774382,0.3639108035115315,0.9931813151889697,00-0034857,Josh Allen,1.967177839943781,141,2.9603591551327506,2.2544463718431462,13.855893018836747,1.3477941607317638,0.1458094931727322,0.02232278782906279,0.24537824032976133,-0.017974982684019848,0.013136047472445355,0.07663717417278287,0.5467625899280576,0.4791666666666667,0.48026315789473684,0.44074074074074077,-0.02164023199148732,-0.06321643911592732,0,Buffalo Bills,AFC,AFC East,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,3,9,11,1,24,3,19,3,9,4,31,11,12,4,13,0,0
2026,1,DET,00-0033106,Jared Goff,0.9437847120477887,0.13210837017729782,1.0758930822250865,00-0033106,Jared Goff,1.7625075773676502,162,2.838400659592737,2.2544463718431462,6.571343821093692,-0.550308359583155,0.10852174736932865,0.013804995508446466,0.19480584198574916,0.06916767857990067,-0.010498860109690387,-0.0811262118002633,0.5666666666666667,0.47019867549668876,0.45558086560364464,0.4325221238938053,-0.051109878602889146,0.004727302416754814,0,Detroit Lions,NFC,NFC North,https://a.espncdn.com/i/teamlogos/nfl/500/det.png,4,2,15,10,16,7,16,5,18,8,15,3,10,12,11,0,0
2026,1,BAL,00-0034796,Lamar Jackson,0.2508232171116287,-0.19694158032390552,0.053881636787723175,00-0034796,Lamar Jackson,2.2506121635450307,117,2.3044938003327538,2.2544463718431462,3.9520274527019676,-1.2233036421770722,-0.001149644133356316,0.001749044122956732,-0.006657015279217632,0.057502414024587015,0.0060583033719919166,-0.09495591606040196,0.5069444444444444,0.5379310344827586,0.43803680981595094,0.43042071197411,-0.050259103754484794,5.825292388149086e-4,0,Baltimore Ravens,AFC,AFC North,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,5,14,19,17,15,18,14,24,14,6,12,16,25,19,8,0,0
2026,1,SEA,00-0034869,Sam Darnold,0.7088435708886927,1.5962011807627856,2.3050447516514785,00-0034869,Sam Darnold,-0.015418743168841115,96,2.2896260084826374,2.2544463718431462,4.281235480693754,-6.888575689883845,0.04155205229924827,-0.11142464491757872,0.18724971471206941,-0.06520091786255637,-0.12017235297898322,-0.2029803229429606,0.5167785234899329,0.4276315789473684,0.466824644549763,0.40129449838187703,-0.058303987552072924,-0.004325861674453702,0,Seattle Seahawks,NFC,NFC West,https://a.espncdn.com/i/teamlogos/nfl/500/sea.png,6,7,2,16,2,13,2,6,3,27,1,15,3,8,4,0,0
2026,1,JAX,00-0036971,Trevor Lawrence,0.4362693261187811,0.951164823997255,1.387434150116036,00-0036971,Trevor Lawrence,0.8800435729518423,82,2.2674777230678784,2.2544463718431462,7.350154762921424,-3.05813254173128,0.019912212403008604,-0.06194201112743026,0.06740731525479657,-0.03388926544925518,-0.051715537303201345,-0.12584555814161247,0.5298013245033113,0.4563758389261745,0.44719827586206895,0.43171806167400884,0.009384944009328834,0.02751674128134383,0,Jacksonville Jaguars,AFC,AFC South,https://a.espncdn.com/i/teamlogos/nfl/500/jax.png,7,11,5,8,11,17,6,16,7,15,5,13,8,15,9,0,0
2026,1,HOU,00-0039163,C.J. Stroud,-0.4568940190613606,1.6662626898457582,1.2093686707843976,00-0039163,C.J. Stroud,0.9882607104376389,53,2.197629381222036,2.2544463718431462,2.0190717192596934,-7.179870146673675,-0.003350384593200636,-0.11728732596975698,0.0832298040310791,-0.12319274682938951,-0.1444617417432698,-0.1063682424339935,0.5,0.3624161073825503,0.41491596638655465,0.39811542991755006,0.008058518789400693,-0.015273415919453808,0,Houston Texans,AFC,AFC South,https://a.espncdn.com/i/teamlogos/nfl/500/hou.png,8,25,1,25,1,20,1,15,1,29,10,17,1,29,3,0,0
2026,1,DAL,00-0033077,Dak Prescott,0.9353767182747728,-1.2533226381235825,-0.3179459198488097,00-0033077,Dak Prescott,2.398454203148834,147,2.0805082833000244,2.2544463718431462,10.942006567896584,5.99675193897156,0.11768503160727979,0.14420862405126683,0.18396341385164688,0.21285404725334459,-0.0037603570346045937,0.02407913344763076,0.5586206896551724,0.5714285714285714,0.4735202492211838,0.4866962305986696,0.008815882621997695,0.01875320844700293,0,Dallas Cowboys,NFC,NFC East,https://a.espncdn.com/i/teamlogos/nfl/500/dal.png,9,3,30,4,31,4,30,7,29,7,29,7,31,6,31,0,0
2026,1,KC,00-0033873,Patrick Mahomes,0.45726214143120103,0.3316822341131793,0.7889443755443803,00-0037324,Chris Oladokun,0.9152183440351918,149,1.704162719579572,2.2544463718431462,7.903051396521829,-1.5959731503193109,0.10128569271930023,0.017272134172180136,0.17512111457961793,0.065310510249583,-0.04875167093275556,-0.06094419610769373,0.5648854961832062,0.44360902255639095,0.4693446088794926,0.44634146341463415,0.05865681714882474,0.013971260935511673,0,Kansas City Chiefs,AFC,AFC West,https://a.espncdn.com/i/teamlogos/nfl/500/kc.png,10,10,13,7,13,8,18,8,17,13,19,5,6,7,17,0,0
2026,1,PHI,00-0036389,Jalen Hurts,-0.23837780973105627,0.4129740467037051,0.1745962369726488,00-0036389,Jalen Hurts,1.1761120716351385,95,1.3507083086077873,2.2544463718431462,5.02669031174082,-3.231571559127873,0.02596851266770771,-0.060921356555209125,0.09744400074965293,-0.031318670575284334,-0.07151611135516758,-0.10835293295486133,0.4413793103448276,0.5103448275862069,0.43243243243243246,0.42248908296943233,-0.02514906434930649,-0.022255033832212927,0,Philadelphia Eagles,NFC,NFC East,https://a.espncdn.com/i/teamlogos/nfl/500/phi.png,11,21,10,13,10,15,7,13,8,21,8,27,19,23,7,0,0
